date,channel,campaign,segment,geo,spend,impressions,clicks,leads,MQLs,SQLs,opportunities,closed_won,CAC,CPL,CTR,CVR_stagewise,ROI
2024-07-29,Facebook Ads,Q3 Feature,SMB,Canada,1201.0,150124,3152,230,166,64,55,11,103.43,5.2,0.021,0.0732,240.72
2024-07-29,Facebook Ads,Q2 Demo,MM,EU,4284.98,535622,10378,444,354,92,70,12,335.39,9.63,0.0194,0.0429,222.62
2024-07-29,Facebook Ads,Webinar Series,ENT,EU,2861.83,357728,7159,265,181,65,51,7,394.32,10.77,0.02,0.0371,506.2
2024-07-29,LinkedIn,Q1 Brand,SMB,APAC,837.01,33480,897,143,94,34,28,7,113.72,5.85,0.0268,0.1593,218.83
2024-07-29,LinkedIn,Q2 Demo,MM,Canada,285.76,11430,407,45,29,11,9,1,221.59,6.29,0.0356,0.1117,337.46
2024-07-29,LinkedIn,Q4 Holiday,ENT,EU,2334.54,93381,3848,188,117,33,28,3,600.34,12.39,0.0412,0.0489,332.14
2024-07-29,Content Marketing,Q2 Demo,SMB,EU,1421.88,284375,4889,670,497,141,111,26,52.91,2.12,0.0172,0.1372,471.51
2024-07-29,Content Marketing,Q4 Holiday,MM,US,1043.23,208646,3624,231,149,51,42,11,92.49,4.51,0.0174,0.0639,809.88
2024-07-29,Content Marketing,Q2 Demo,ENT,Canada,1708.39,341678,5151,305,240,91,69,9,186.28,5.6,0.0151,0.0592,1072.65
2024-07-30,Google Ads,Q4 Holiday,SMB,EU,6900.91,460060,14858,2381,1870,574,461,166,41.43,2.9,0.0323,0.1603,602.46
2024-07-30,Google Ads,Product Launch,MM,APAC,3752.46,250164,4511,398,287,74,64,15,238.82,9.43,0.018,0.0882,313.04
2024-07-30,Google Ads,Q4 Holiday,ENT,APAC,4082.26,272150,7977,512,329,110,79,9,452.22,7.97,0.0293,0.0642,441.26
2024-07-30,Facebook Ads,Q3 Feature,SMB,US,3029.51,378688,5786,710,522,169,139,36,82.69,4.27,0.0153,0.1227,301.34
2024-07-30,Facebook Ads,Q4 Holiday,MM,US,3143.63,392953,6037,330,232,52,40,4,664.92,9.51,0.0154,0.0547,111.8
2024-07-30,Facebook Ads,Product Launch,ENT,EU,2658.22,332277,5927,292,183,50,36,6,402.95,9.09,0.0178,0.0493,495.34
2024-07-30,LinkedIn,Q1 Brand,SMB,EU,768.56,30742,1308,240,153,41,35,11,66.47,3.2,0.0426,0.1838,375.08
2024-07-30,LinkedIn,Q3 Feature,MM,Canada,750.44,30017,1334,70,53,18,14,2,356.24,10.62,0.0445,0.053,209.53
2024-07-30,LinkedIn,Product Launch,ENT,US,2075.92,83036,3223,144,103,26,21,3,666.01,14.4,0.0388,0.0447,299.3
2024-07-30,Content Marketing,Q4 Holiday,SMB,APAC,777.36,155471,2322,52,38,12,9,2,366.93,14.82,0.0149,0.0226,67.13
2024-07-30,Content Marketing,Q3 Feature,MM,APAC,801.87,160373,2030,187,149,49,40,6,124.69,4.28,0.0127,0.0922,600.48
2024-07-30,Content Marketing,Q3 Feature,ENT,APAC,493.46,98691,1240,27,20,4,3,0,493.46,18.05,0.0126,0.022,239.8
2024-07-31,Google Ads,Q3 Feature,SMB,US,4716.53,314435,11358,1360,883,279,219,62,75.07,3.47,0.0361,0.1198,332.0
2024-07-31,Google Ads,Q4 Holiday,MM,US,4467.98,297865,7576,507,338,68,58,12,366.69,8.81,0.0254,0.0669,203.53
2024-07-31,Google Ads,Q3 Feature,ENT,EU,4168.93,277928,10074,715,541,112,98,16,257.8,5.83,0.0362,0.071,774.81
2024-07-31,Facebook Ads,Webinar Series,SMB,EU,3118.78,389847,9059,888,632,178,152,37,82.25,3.51,0.0232,0.098,302.94
2024-07-31,Facebook Ads,Q3 Feature,MM,APAC,4662.91,582864,9627,1100,794,250,209,43,107.08,4.24,0.0165,0.1143,699.4
2024-07-31,Facebook Ads,Q3 Feature,ENT,Canada,1789.97,223745,3216,215,136,27,22,2,658.12,8.29,0.0144,0.0671,302.9
2024-07-31,LinkedIn,Product Launch,SMB,Canada,529.25,21169,1065,153,107,36,31,9,54.44,3.45,0.0503,0.1441,458.23
2024-07-31,LinkedIn,Q1 Brand,MM,Canada,363.48,14539,504,37,28,7,6,0,363.48,9.77,0.0347,0.0738,173.13
2024-07-31,LinkedIn,Webinar Series,ENT,APAC,2024.36,80974,4476,299,209,70,50,7,261.76,6.76,0.0553,0.0669,763.05
2024-07-31,Content Marketing,Q4 Holiday,SMB,EU,891.83,178365,2027,282,224,82,63,15,56.42,3.16,0.0114,0.1392,442.08
2024-07-31,Content Marketing,Q2 Demo,MM,APAC,1469.19,293837,3675,334,225,67,59,14,101.96,4.39,0.0125,0.0911,734.56
2024-07-31,Content Marketing,Q4 Holiday,ENT,Canada,614.76,122952,2456,109,87,25,19,2,238.23,5.62,0.02,0.0445,838.51
2024-08-01,Google Ads,Q1 Brand,SMB,US,6540.51,436033,15249,2707,1835,377,334,98,66.72,2.42,0.035,0.1775,373.68
2024-08-01,Google Ads,Q2 Demo,MM,APAC,6312.31,420820,16109,896,608,239,184,38,161.87,7.04,0.0383,0.0557,462.34
2024-08-01,Google Ads,Q2 Demo,ENT,APAC,3197.7,213179,5466,310,189,49,34,4,669.96,10.31,0.0256,0.0567,297.53
2024-08-01,Facebook Ads,Q3 Feature,SMB,APAC,3924.1,490512,12758,942,604,208,179,58,67.53,4.16,0.026,0.0739,369.21
2024-08-01,Facebook Ads,Product Launch,MM,APAC,2958.54,369817,5713,363,271,83,62,11,265.8,8.14,0.0154,0.0636,281.17
2024-08-01,Facebook Ads,Webinar Series,ENT,Canada,5208.25,651031,11163,443,301,96,72,10,497.0,11.75,0.0171,0.0397,401.42
2024-08-01,LinkedIn,Q3 Feature,SMB,Canada,465.77,18630,867,75,51,10,8,1,245.34,6.13,0.0465,0.0876,100.9
2024-08-01,LinkedIn,Q3 Feature,MM,Canada,391.54,15661,357,13,9,2,2,0,391.54,28.55,0.0228,0.0384,90.01
2024-08-01,LinkedIn,Q4 Holiday,ENT,EU,2087.18,83487,4704,263,202,80,67,9,212.97,7.92,0.0564,0.056,938.08
2024-08-01,Content Marketing,Q2 Demo,SMB,US,564.24,112848,1419,215,143,40,35,9,59.88,2.62,0.0126,0.1519,416.53
2024-08-01,Content Marketing,Q2 Demo,MM,EU,915.74,183147,3570,365,259,65,51,10,87.94,2.5,0.0195,0.1024,851.88
2024-08-01,Content Marketing,Product Launch,ENT,APAC,722.56,144512,2183,93,63,22,18,2,249.71,7.75,0.0151,0.0427,799.92
2024-08-02,Google Ads,Product Launch,SMB,US,4330.4,288693,12055,1096,874,262,233,67,64.33,3.95,0.0418,0.091,387.61
2024-08-02,Google Ads,Q2 Demo,MM,EU,3.82,254,9,0,0,0,0,0,3.82,3.82,0.0392,0.0327,162.5
2024-08-02,Google Ads,Q4 Holiday,ENT,US,3757.79,250519,7555,408,307,120,99,17,208.96,9.2,0.0302,0.0541,956.12
2024-08-02,Facebook Ads,Q1 Brand,SMB,US,2617.94,327242,4922,760,541,140,118,29,89.41,3.44,0.015,0.1546,278.6
2024-08-02,Facebook Ads,Q4 Holiday,MM,US,1748.3,218537,4389,438,337,106,82,17,102.23,3.99,0.0201,0.0999,732.63
2024-08-02,Facebook Ads,Q1 Brand,ENT,Canada,2936.38,367046,6069,237,153,59,51,9,302.29,12.34,0.0165,0.0392,660.63
2024-08-02,LinkedIn,Webinar Series,SMB,US,312.36,12494,602,52,40,16,12,3,94.66,5.91,0.0482,0.0877,263.11
2024-08-02,LinkedIn,Q1 Brand,MM,APAC,857.32,34292,1422,141,88,26,22,5,154.72,6.07,0.0415,0.0993,483.73
2024-08-02,LinkedIn,Webinar Series,ENT,EU,2212.29,88491,3726,100,74,26,23,4,525.16,22.12,0.0421,0.0268,379.83
2024-08-02,Content Marketing,Q1 Brand,SMB,Canada,1433.09,286618,3416,483,375,75,57,21,67.69,2.97,0.0119,0.1414,368.35
2024-08-02,Content Marketing,Q3 Feature,MM,EU,607.52,121504,1879,161,112,40,32,7,82.36,3.75,0.0155,0.0862,909.58
2024-08-02,Content Marketing,Q2 Demo,ENT,APAC,713.01,142602,1986,92,61,18,13,2,255.86,7.67,0.0139,0.0468,780.67
2024-08-03,Google Ads,Q4 Holiday,SMB,EU,5052.15,336810,14425,948,752,192,157,46,108.44,5.33,0.0428,0.0657,229.54
2024-08-03,Google Ads,Q2 Demo,MM,EU,5386.65,359109,12616,716,488,130,100,22,237.18,7.52,0.0351,0.0568,315.22
2024-08-03,Google Ads,Q1 Brand,ENT,US,5716.72,381114,17279,717,506,124,93,15,362.67,7.97,0.0453,0.0415,550.46
2024-08-03,Facebook Ads,Product Launch,SMB,APAC,2536.59,317073,6483,849,588,221,185,24,103.79,2.99,0.0204,0.131,239.88
2024-08-03,Facebook Ads,Q3 Feature,MM,Canada,2587.28,323410,4239,393,249,54,47,9,275.69,6.57,0.0131,0.0928,271.04
2024-08-03,Facebook Ads,Q4 Holiday,ENT,APAC,5129.16,641144,13198,513,369,74,57,8,583.87,9.98,0.0206,0.0389,341.54
2024-08-03,LinkedIn,Webinar Series,SMB,Canada,462.32,18492,901,141,106,31,27,4,93.67,3.28,0.0487,0.1566,265.91
2024-08-03,LinkedIn,Q2 Demo,MM,EU,545.13,21805,946,101,74,17,15,2,188.11,5.35,0.0434,0.1078,397.71
2024-08-03,LinkedIn,Webinar Series,ENT,Canada,1595.12,63804,2408,121,92,21,17,1,889.07,13.16,0.0378,0.0503,223.95
2024-08-03,Content Marketing,Product Launch,SMB,Canada,1219.24,243847,3970,357,222,76,68,23,51.58,3.41,0.0163,0.0899,483.73
2024-08-03,Content Marketing,Webinar Series,MM,APAC,1727.62,345524,5100,544,387,94,84,20,85.94,3.17,0.0148,0.1068,871.66
2024-08-03,Content Marketing,Q3 Feature,ENT,Canada,688.53,137706,2386,138,107,30,21,3,224.06,4.96,0.0173,0.0582,891.61
2024-08-04,Google Ads,Webinar Series,SMB,EU,6777.48,451831,21561,3671,2216,489,378,110,61.16,1.85,0.0477,0.1703,407.77
2024-08-04,Google Ads,Q1 Brand,MM,Canada,6665.67,444377,17097,1661,1218,422,318,71,93.78,4.01,0.0385,0.0972,798.77
2024-08-04,Google Ads,Q3 Feature,ENT,APAC,3956.53,263768,7494,434,305,120,101,18,209.71,9.1,0.0284,0.058,952.71
2024-08-04,Facebook Ads,Q4 Holiday,SMB,APAC,2850.21,356276,7643,1163,732,285,228,52,54.44,2.45,0.0215,0.1522,458.25
2024-08-04,Facebook Ads,Q2 Demo,MM,APAC,2784.52,348065,7745,592,429,129,115,31,88.27,4.7,0.0223,0.0765,848.62
2024-08-04,Facebook Ads,Q1 Brand,ENT,US,1921.35,240168,5603,257,173,38,33,5,343.49,7.45,0.0233,0.046,581.26
2024-08-04,LinkedIn,Webinar Series,SMB,EU,301.71,12068,447,60,47,10,8,1,153.77,5.02,0.0371,0.1342,161.58
2024-08-04,LinkedIn,Q3 Feature,MM,APAC,893.87,35754,1786,225,136,48,34,6,133.0,3.97,0.05,0.1262,562.93
2024-08-04,LinkedIn,Q4 Holiday,ENT,US,1412.09,56483,2465,103,71,20,17,3,454.96,13.67,0.0436,0.0419,438.6
2024-08-04,Content Marketing,Product Launch,SMB,Canada,1442.49,288498,4244,607,373,77,57,14,99.71,2.37,0.0147,0.1432,249.74
2024-08-04,Content Marketing,Q4 Holiday,MM,APAC,640.85,128170,2565,167,121,40,29,4,133.43,3.84,0.02,0.0651,561.08
2024-08-04,Content Marketing,Q1 Brand,ENT,Canada,950.91,190182,3113,165,106,39,33,6,136.58,5.75,0.0164,0.0531,1463.37
2024-08-05,Google Ads,Q3 Feature,SMB,EU,7217.28,481151,11000,1660,1098,405,301,58,122.72,4.35,0.0229,0.1509,202.72
2024-08-05,Google Ads,Q1 Brand,MM,APAC,5055.79,337052,8525,813,527,179,146,25,201.25,6.22,0.0253,0.0954,371.68
2024-08-05,Google Ads,Q2 Demo,ENT,Canada,5549.49,369966,14297,1015,803,164,132,17,318.63,5.47,0.0386,0.071,626.69
2024-08-05,Facebook Ads,Webinar Series,SMB,Canada,3298.76,412344,5845,1217,864,338,274,53,61.36,2.71,0.0142,0.2083,406.46
2024-08-05,Facebook Ads,Q4 Holiday,MM,EU,2540.52,317565,7472,379,249,68,56,5,458.84,6.69,0.0235,0.0508,162.46
2024-08-05,Facebook Ads,Q2 Demo,ENT,Canada,4849.37,606171,14758,439,317,71,53,6,765.03,11.04,0.0243,0.0298,260.43
2024-08-05,LinkedIn,Q4 Holiday,SMB,EU,649.6,25983,881,102,80,28,21,4,137.43,6.33,0.0339,0.1164,180.91
2024-08-05,LinkedIn,Q3 Feature,MM,US,455.73,18229,910,70,51,17,12,3,146.26,6.45,0.05,0.0776,511.77
2024-08-05,LinkedIn,Q4 Holiday,ENT,EU,1928.24,77129,2488,207,153,32,25,3,544.26,9.28,0.0323,0.0835,366.47
2024-08-05,Content Marketing,Webinar Series,SMB,APAC,793.1,158620,2442,327,230,53,43,8,88.72,2.42,0.0154,0.1339,280.78
2024-08-05,Content Marketing,Q3 Feature,MM,APAC,814.48,162896,2544,284,186,60,47,8,91.88,2.86,0.0156,0.1119,815.24
2024-08-05,Content Marketing,Q4 Holiday,ENT,EU,1025.52,205104,2100,120,92,24,21,3,293.4,8.48,0.0102,0.0575,680.67
2024-08-06,Google Ads,Q1 Brand,SMB,EU,6032.43,402161,11736,2246,1663,391,349,73,82.11,2.69,0.0292,0.1914,303.49
2024-08-06,Google Ads,Q2 Demo,MM,APAC,3338.81,222587,8383,1051,775,216,184,47,70.95,3.17,0.0377,0.1254,1056.13
2024-08-06,Google Ads,Q1 Brand,ENT,Canada,5624.79,374985,13642,912,588,180,146,27,207.27,6.16,0.0364,0.0669,963.92
2024-08-06,Facebook Ads,Webinar Series,SMB,Canada,3161.99,395248,7460,983,653,190,141,28,110.94,3.22,0.0189,0.1318,224.35
2024-08-06,Facebook Ads,Q3 Feature,MM,Canada,3244.45,405556,9796,808,505,118,106,23,135.49,4.01,0.0242,0.0826,552.53
2024-08-06,Facebook Ads,Q2 Demo,ENT,APAC,2286.53,285816,7608,284,218,46,35,4,478.05,8.05,0.0266,0.0373,417.37
2024-08-06,LinkedIn,Q1 Brand,SMB,EU,327.28,13091,531,57,38,14,11,2,116.17,5.66,0.0406,0.109,214.2
2024-08-06,LinkedIn,Q1 Brand,MM,US,415.27,16610,418,46,29,11,9,2,206.92,8.87,0.0252,0.112,361.46
2024-08-06,LinkedIn,Q2 Demo,ENT,US,1778.64,71145,3354,170,131,41,31,4,407.23,10.41,0.0471,0.0509,490.12
2024-08-06,Content Marketing,Q3 Feature,SMB,APAC,1080.23,216045,2885,262,159,44,36,10,106.43,4.11,0.0134,0.0911,233.9
2024-08-06,Content Marketing,Q2 Demo,MM,Canada,1271.54,254307,4273,251,184,73,64,13,93.63,5.06,0.0168,0.0587,800.06
2024-08-06,Content Marketing,Product Launch,ENT,US,883.12,176624,3037,180,132,33,29,4,182.88,4.9,0.0172,0.0594,1092.63
2024-08-07,Google Ads,Q2 Demo,SMB,US,3393.47,226231,7692,1006,691,151,128,27,125.67,3.37,0.034,0.1308,197.93
2024-08-07,Google Ads,Q2 Demo,MM,US,5969.28,397951,16318,1553,935,244,190,30,195.66,3.84,0.041,0.0952,382.32
2024-08-07,Google Ads,Q4 Holiday,ENT,EU,4449.28,296618,12713,760,599,141,104,15,284.27,5.85,0.0429,0.0598,702.56
2024-08-07,Facebook Ads,Q3 Feature,SMB,Canada,3450.61,431325,7720,475,294,80,60,15,217.86,7.25,0.0179,0.0616,113.75
2024-08-07,Facebook Ads,Q3 Feature,MM,Canada,3410.51,426313,8542,620,487,183,142,23,146.27,5.5,0.02,0.0726,511.74
2024-08-07,Facebook Ads,Q3 Feature,ENT,Canada,2464.18,308022,6479,311,198,64,53,13,188.42,7.91,0.021,0.0481,1060.44
2024-08-07,LinkedIn,Product Launch,SMB,US,474.0,18959,860,171,110,26,20,6,76.85,2.76,0.0454,0.1996,324.3
2024-08-07,LinkedIn,Q3 Feature,MM,US,655.08,26203,1543,105,82,28,22,5,125.39,6.19,0.0589,0.0686,597.14
2024-08-07,LinkedIn,Q2 Demo,ENT,US,1876.63,75065,3100,151,100,23,20,3,583.38,12.4,0.0413,0.0488,341.83
2024-08-07,Content Marketing,Q3 Feature,SMB,Canada,725.48,145095,1649,108,73,22,19,2,249.11,6.71,0.0114,0.0655,99.36
2024-08-07,Content Marketing,Q1 Brand,MM,Canada,1150.37,230074,3821,310,193,43,38,7,150.42,3.7,0.0166,0.0813,497.61
2024-08-07,Content Marketing,Q2 Demo,ENT,EU,1064.07,212814,4023,293,220,54,39,7,136.88,3.62,0.0189,0.073,1460.18
2024-08-08,Google Ads,Q3 Feature,SMB,Canada,3908.8,260586,11341,1195,803,315,265,55,70.21,3.27,0.0435,0.1054,355.09
2024-08-08,Google Ads,Q1 Brand,MM,US,5746.07,383071,13495,1088,850,238,178,42,136.03,5.28,0.0352,0.0807,550.34
2024-08-08,Google Ads,Product Launch,ENT,EU,6066.57,404437,10840,890,656,134,95,14,422.85,6.82,0.0268,0.0821,471.98
2024-08-08,Facebook Ads,Q4 Holiday,SMB,Canada,1628.06,203507,4188,626,449,117,96,34,47.43,2.6,0.0206,0.1496,526.07
2024-08-08,Facebook Ads,Q2 Demo,MM,US,3205.41,400676,9951,937,738,178,134,21,149.07,3.42,0.0248,0.0942,502.12
2024-08-08,Facebook Ads,Q2 Demo,ENT,Canada,3456.17,432020,7471,300,232,72,55,8,426.62,11.51,0.0173,0.0402,467.8
2024-08-08,LinkedIn,Product Launch,SMB,US,241.54,9661,351,16,11,4,3,0,241.54,14.43,0.0363,0.0476,80.0
2024-08-08,LinkedIn,Webinar Series,MM,EU,551.94,22077,624,51,37,9,7,1,425.37,10.71,0.0283,0.0825,175.32
2024-08-08,LinkedIn,Q4 Holiday,ENT,Canada,2313.7,92547,4345,251,154,48,39,5,454.81,9.21,0.047,0.0578,438.74
2024-08-08,Content Marketing,Product Launch,SMB,APAC,1324.11,264822,3694,444,285,99,70,17,77.75,2.98,0.014,0.1203,320.53
2024-08-08,Content Marketing,Q3 Feature,MM,EU,1099.9,219980,3515,257,186,37,32,6,158.26,4.27,0.016,0.0732,472.92
2024-08-08,Content Marketing,Product Launch,ENT,US,1074.16,214832,4362,188,132,34,30,4,221.82,5.71,0.0203,0.0431,900.63
2024-08-09,Google Ads,Product Launch,SMB,US,5653.92,376927,14953,1690,1319,349,295,82,68.9,3.34,0.0397,0.1131,361.84
2024-08-09,Google Ads,Q3 Feature,MM,Canada,7164.93,477661,17429,1364,984,228,195,27,256.83,5.25,0.0365,0.0783,291.02
2024-08-09,Google Ads,Product Launch,ENT,APAC,3539.05,235936,7140,133,105,39,31,5,590.04,26.41,0.0303,0.0188,337.96
2024-08-09,Facebook Ads,Q2 Demo,SMB,APAC,1605.7,200712,3111,409,311,81,60,9,161.22,3.92,0.0155,0.1317,154.07
2024-08-09,Facebook Ads,Q1 Brand,MM,EU,2234.52,279314,5537,465,325,84,74,20,108.51,4.8,0.0198,0.0841,690.19
2024-08-09,Facebook Ads,Q1 Brand,ENT,EU,3898.31,487288,9178,387,297,99,70,11,347.34,10.06,0.0188,0.0422,574.8
2024-08-09,LinkedIn,Product Launch,SMB,Canada,569.02,22760,833,136,101,33,28,8,68.32,4.17,0.0366,0.1636,364.93
2024-08-09,LinkedIn,Q3 Feature,MM,US,182.92,7316,362,40,28,5,4,0,182.92,4.47,0.0495,0.113,281.28
2024-08-09,LinkedIn,Q2 Demo,ENT,APAC,2148.15,85925,3939,219,145,36,25,6,347.32,9.77,0.0459,0.0558,574.83
2024-08-09,Content Marketing,Webinar Series,SMB,US,885.23,177045,1749,245,193,62,44,11,75.02,3.61,0.0099,0.1403,332.22
2024-08-09,Content Marketing,Q4 Holiday,MM,EU,849.37,169873,2706,288,215,84,71,16,52.51,2.94,0.0159,0.1067,1427.18
2024-08-09,Content Marketing,Q1 Brand,ENT,US,674.26,134851,2378,108,68,24,17,2,229.65,6.2,0.0176,0.0457,869.88
2024-08-10,Google Ads,Webinar Series,SMB,Canada,4214.47,280964,11272,1493,1095,299,212,60,69.51,2.82,0.0401,0.1325,358.67
2024-08-10,Google Ads,Product Launch,MM,EU,4438.78,295918,11134,1240,864,207,150,20,220.75,3.58,0.0376,0.1114,338.75
2024-08-10,Google Ads,Q3 Feature,ENT,US,4711.84,314122,10667,408,294,108,77,11,395.23,11.54,0.034,0.0383,505.04
2024-08-10,Facebook Ads,Q2 Demo,SMB,EU,2553.22,319152,8003,861,675,149,130,30,84.02,2.96,0.0251,0.1076,296.53
2024-08-10,Facebook Ads,Q4 Holiday,MM,US,2448.47,306059,6185,692,516,153,133,25,94.18,3.54,0.0202,0.1119,795.35
2024-08-10,Facebook Ads,Product Launch,ENT,APAC,3475.18,434396,10061,530,389,121,93,17,195.32,6.55,0.0232,0.0527,1022.95
2024-08-10,LinkedIn,Product Launch,SMB,US,181.6,7263,356,20,12,3,2,0,181.6,8.74,0.0491,0.0583,92.2
2024-08-10,LinkedIn,Q1 Brand,MM,APAC,778.84,31153,1214,88,55,12,10,1,499.42,8.78,0.039,0.0731,149.17
2024-08-10,LinkedIn,Product Launch,ENT,EU,1344.14,53765,2657,177,112,22,19,2,476.96,7.57,0.0494,0.0668,418.32
2024-08-10,Content Marketing,Product Launch,SMB,US,809.54,161908,3570,663,409,158,130,21,38.15,1.22,0.0221,0.1857,654.34
2024-08-10,Content Marketing,Q2 Demo,MM,Canada,1077.27,215454,2391,274,196,46,38,9,112.43,3.93,0.0111,0.1147,666.1
2024-08-10,Content Marketing,Q2 Demo,ENT,APAC,1043.17,208633,2763,220,172,63,57,9,107.07,4.72,0.0132,0.0799,1867.01
2024-08-11,Google Ads,Webinar Series,SMB,APAC,4490.27,299351,10858,1834,1215,339,285,70,63.49,2.45,0.0363,0.169,392.75
2024-08-11,Google Ads,Q4 Holiday,MM,EU,5506.49,367099,13918,754,459,93,74,10,510.35,7.3,0.0379,0.0542,145.96
2024-08-11,Google Ads,Q1 Brand,ENT,Canada,5353.8,356919,15369,505,386,144,116,19,279.66,10.6,0.0431,0.0329,714.15
2024-08-11,Facebook Ads,Q3 Feature,SMB,EU,3920.01,490001,11582,1263,774,156,114,25,153.12,3.1,0.0236,0.1091,162.28
2024-08-11,Facebook Ads,Q3 Feature,MM,US,2677.94,334742,7325,600,388,116,86,18,143.34,4.46,0.0219,0.082,522.22
2024-08-11,Facebook Ads,Q4 Holiday,ENT,Canada,2579.74,322467,6736,454,292,102,73,14,183.3,5.67,0.0209,0.0675,1090.11
2024-08-11,LinkedIn,Webinar Series,SMB,APAC,443.71,17748,797,82,52,18,13,2,167.17,5.36,0.0449,0.1038,148.55
2024-08-11,LinkedIn,Webinar Series,MM,Canada,286.04,11441,582,41,29,10,8,0,286.04,6.88,0.0509,0.0713,235.77
2024-08-11,LinkedIn,Q2 Demo,ENT,EU,2394.95,95798,4051,198,149,31,26,3,716.12,12.06,0.0423,0.049,278.28
2024-08-11,Content Marketing,Webinar Series,SMB,APAC,1155.92,231184,4184,322,255,84,64,13,83.93,3.58,0.0181,0.0771,296.88
2024-08-11,Content Marketing,Q3 Feature,MM,Canada,1036.11,207222,3241,195,124,49,39,5,185.02,5.3,0.0156,0.0602,404.37
2024-08-11,Content Marketing,Q3 Feature,ENT,EU,912.44,182487,3149,216,162,61,47,6,147.66,4.21,0.0173,0.0688,1353.5
2024-08-12,Google Ads,Q1 Brand,SMB,EU,6663.65,444243,15222,1545,1188,248,213,67,98.58,4.31,0.0343,0.1015,252.6
2024-08-12,Google Ads,Q4 Holiday,MM,APAC,3999.4,266626,7625,61,43,13,10,1,2128.25,65.21,0.0286,0.008,34.24
2024-08-12,Google Ads,Q3 Feature,ENT,APAC,5790.61,386040,11788,615,448,171,144,10,542.19,9.41,0.0305,0.0522,367.87
2024-08-12,Facebook Ads,Q4 Holiday,SMB,US,2984.14,373018,7881,959,663,176,146,40,74.12,3.11,0.0211,0.1217,336.27
2024-08-12,Facebook Ads,Product Launch,MM,Canada,2654.86,331857,6323,669,440,174,132,15,176.06,3.96,0.0191,0.1059,424.99
2024-08-12,Facebook Ads,Product Launch,ENT,EU,2071.24,258905,5035,371,237,64,45,7,281.29,5.58,0.0194,0.0737,710.01
2024-08-12,LinkedIn,Q1 Brand,SMB,APAC,590.93,23637,1180,134,106,29,23,5,112.15,4.4,0.05,0.1136,221.93
2024-08-12,LinkedIn,Webinar Series,MM,EU,727.49,29099,860,58,41,11,10,2,284.19,12.36,0.0296,0.0684,262.91
2024-08-12,LinkedIn,Q3 Feature,ENT,US,1780.07,71202,4350,218,174,53,39,5,323.91,8.15,0.0611,0.0502,616.46
2024-08-12,Content Marketing,Product Launch,SMB,Canada,994.51,198901,2947,575,407,138,108,34,28.82,1.73,0.0148,0.1951,866.58
2024-08-12,Content Marketing,Q2 Demo,MM,Canada,762.8,152559,2450,239,186,57,40,7,104.67,3.19,0.0161,0.0976,715.53
2024-08-12,Content Marketing,Webinar Series,ENT,EU,1061.19,212237,3457,263,180,52,46,4,219.09,4.03,0.0163,0.0762,911.87
2024-08-13,Google Ads,Webinar Series,SMB,APAC,4396.0,293066,9217,1061,765,240,172,42,102.75,4.14,0.0315,0.1151,242.31
2024-08-13,Google Ads,Q3 Feature,MM,Canada,4140.21,276013,11895,904,601,183,152,28,146.04,4.58,0.0431,0.0761,512.55
2024-08-13,Google Ads,Product Launch,ENT,APAC,3750.3,250020,10179,329,221,88,75,8,422.85,11.4,0.0407,0.0323,471.98
2024-08-13,Facebook Ads,Q1 Brand,SMB,US,1303.26,162908,2318,57,43,12,9,2,576.42,22.76,0.0142,0.0247,42.37
2024-08-13,Facebook Ads,Webinar Series,MM,US,3521.0,440125,9513,1171,716,219,155,25,136.53,3.0,0.0216,0.1232,548.34
2024-08-13,Facebook Ads,Q1 Brand,ENT,EU,3083.69,385461,7171,473,368,84,70,8,350.08,6.52,0.0186,0.066,570.3
2024-08-13,LinkedIn,Q2 Demo,SMB,US,298.86,11954,542,87,61,23,19,6,47.34,3.41,0.0453,0.1618,527.08
2024-08-13,LinkedIn,Q2 Demo,MM,US,501.04,20041,951,74,47,15,12,2,248.2,6.74,0.0475,0.0781,301.18
2024-08-13,LinkedIn,Q4 Holiday,ENT,EU,1538.44,61537,2729,102,75,26,24,3,431.41,15.04,0.0443,0.0375,462.6
2024-08-13,Content Marketing,Q1 Brand,SMB,US,1032.58,206516,2368,350,254,58,45,11,87.81,2.94,0.0115,0.1481,283.71
2024-08-13,Content Marketing,Webinar Series,MM,Canada,1391.73,278346,5017,372,294,62,55,11,118.01,3.74,0.018,0.0742,634.55
2024-08-13,Content Marketing,Product Launch,ENT,Canada,1120.99,224197,3968,181,110,24,17,2,414.5,6.16,0.0177,0.0458,481.51
2024-08-14,Google Ads,Webinar Series,SMB,APAC,2805.35,187023,6864,782,578,191,146,44,62.85,3.59,0.0367,0.114,396.76
2024-08-14,Google Ads,Q1 Brand,MM,APAC,3883.63,258908,6862,612,398,144,103,26,148.74,6.34,0.0265,0.0893,503.23
2024-08-14,Google Ads,Q2 Demo,ENT,US,4179.17,278611,13241,720,540,155,113,17,237.09,5.8,0.0475,0.0544,842.56
2024-08-14,Facebook Ads,Q1 Brand,SMB,EU,2823.4,352924,9002,1143,752,157,139,32,87.86,2.47,0.0255,0.127,283.55
2024-08-14,Facebook Ads,Product Launch,MM,Canada,1191.66,148957,2896,274,164,55,47,10,117.7,4.35,0.0194,0.0946,636.22
2024-08-14,Facebook Ads,Q1 Brand,ENT,Canada,2947.27,368409,5196,276,212,47,40,5,519.64,10.66,0.0141,0.0532,383.88
