deal_id,account,segment,owner,stage,amount,created_at,expected_close,last_stage_change,days_in_stage,probability,expected_value,status,source_channel
DEAL_0953,Account_030,SMB,David Wilson,Discovery,19815.72,2024-09-05,2024-11-04,2024-10-11,354,0.272,5380.15,Open,Referral
DEAL_0954,Account_038,SMB,Alice Johnson,Demo,22033.38,2025-08-25,2026-03-17,2025-09-28,2,0.451,9926.85,Open,Inbound
DEAL_0955,Account_316,MM,David Wilson,Closed_Lost,41510.07,2024-08-31,2024-10-26,2024-10-13,352,0.0,0.0,Closed_Lost,Content Marketing
DEAL_0956,Account_177,ENT,Frank Miller,Demo,71422.45,2024-05-16,2024-12-18,2024-06-01,486,0.446,31830.15,Open,Content Marketing
DEAL_0957,Account_185,MM,Bob Smith,Demo,74312.17,2024-06-22,2025-01-05,2024-08-17,409,0.43,31982.34,Open,Facebook Ads
DEAL_0958,Account_083,MM,Carol Davis,Demo,26131.96,2024-08-29,2025-01-01,2024-10-24,341,0.371,9684.29,Open,Inbound
DEAL_0959,Account_236,SMB,David Wilson,Closed_Won,17215.15,2024-11-27,2025-02-01,2024-11-29,305,1.0,17215.15,Closed_Won,Inbound
DEAL_0960,Account_321,ENT,Carol Davis,Demo,244830.17,2024-08-15,2024-11-15,2024-10-07,358,0.449,109992.5,Open,Facebook Ads
DEAL_0961,Account_232,MM,David Wilson,Closed_Won,44112.14,2024-07-30,2024-12-24,2024-09-14,381,1.0,44112.14,Closed_Won,Content Marketing
DEAL_0962,Account_205,MM,Bob Smith,Negotiation,25484.5,2024-10-20,2025-03-12,2024-12-01,303,0.57,14532.76,Open,Inbound
DEAL_0963,Account_098,ENT,Eva Brown,Demo,168707.64,2025-01-22,2025-05-17,2025-03-08,206,0.425,71772.9,Open,Facebook Ads
DEAL_0964,Account_442,ENT,David Wilson,Closed_Lost,406481.04,2024-09-23,2024-12-11,2024-10-28,337,0.0,0.0,Closed_Lost,LinkedIn
DEAL_0965,Account_241,ENT,Alice Johnson,Negotiation,635131.51,2025-02-24,2025-08-03,2025-03-05,209,0.709,450234.48,Open,Referral
DEAL_0966,Account_103,ENT,Bob Smith,Closed_Won,281197.7,2024-11-27,2025-04-11,2024-11-30,304,0.975,274103.72,Closed_Won,LinkedIn
DEAL_0967,Account_222,ENT,Bob Smith,Demo,526115.71,2024-09-02,2025-06-28,2024-10-05,360,0.441,231921.13,Open,Content Marketing
DEAL_0968,Account_089,SMB,Carol Davis,Demo,38324.11,2024-08-31,2025-03-24,2024-10-12,353,0.402,15387.4,Open,Inbound
DEAL_0969,Account_295,ENT,Bob Smith,Closed_Lost,149555.64,2025-04-24,2025-08-04,2025-05-19,134,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_0970,Account_379,MM,Bob Smith,Negotiation,160058.38,2024-06-08,2024-10-08,2024-08-02,424,0.585,93667.92,Open,Content Marketing
DEAL_0971,Account_403,MM,Alice Johnson,Closed_Lost,61430.19,2025-08-25,2025-12-09,2025-08-31,30,0.0,0.0,Closed_Lost,Google Ads
DEAL_0972,Account_047,SMB,Carol Davis,Discovery,8849.75,2025-08-07,2025-12-29,2025-09-30,0,0.238,2109.77,Open,LinkedIn
DEAL_0973,Account_034,SMB,Carol Davis,Demo,11571.47,2025-02-24,2025-07-12,2025-04-18,165,0.345,3993.55,Open,Referral
DEAL_0974,Account_361,MM,Bob Smith,Closed_Lost,64077.96,2024-06-30,2024-09-18,2024-07-21,436,0.0,0.0,Closed_Lost,LinkedIn
DEAL_0975,Account_078,MM,Bob Smith,Discovery,64748.85,2025-04-20,2026-02-04,2025-06-15,107,0.256,16596.52,Open,Content Marketing
DEAL_0976,Account_283,SMB,Frank Miller,Closed_Lost,16105.77,2024-08-07,2024-09-16,2024-09-11,384,0.0,0.0,Closed_Lost,Content Marketing
DEAL_0977,Account_485,ENT,Bob Smith,Negotiation,195392.74,2025-01-18,2025-04-17,2025-03-01,213,0.846,165396.49,Open,Content Marketing
DEAL_0978,Account_243,SMB,David Wilson,Discovery,10793.31,2025-05-15,2026-02-24,2025-06-08,114,0.229,2473.14,Open,Content Marketing
DEAL_0979,Account_300,SMB,Eva Brown,Discovery,35234.76,2024-09-24,2025-07-19,2024-10-22,343,0.244,8609.12,Open,Facebook Ads
DEAL_0980,Account_177,MM,Carol Davis,Discovery,39392.7,2024-05-15,2025-01-01,2024-06-20,467,0.204,8037.46,Open,Google Ads
DEAL_0981,Account_154,MM,Frank Miller,Discovery,116443.98,2025-04-02,2025-07-05,2025-05-11,142,0.266,31007.87,Open,Content Marketing
DEAL_0982,Account_150,SMB,Frank Miller,Discovery,28234.26,2025-03-13,2025-10-21,2025-04-02,181,0.238,6708.53,Open,Google Ads
DEAL_0983,Account_457,MM,Eva Brown,Closed_Lost,38460.59,2024-05-12,2024-06-03,2024-06-20,467,0.0,0.0,Closed_Lost,Content Marketing
DEAL_0984,Account_144,SMB,Eva Brown,Negotiation,12951.56,2025-01-15,2025-05-04,2025-02-16,226,0.694,8983.61,Open,Google Ads
DEAL_0985,Account_123,MM,Frank Miller,Negotiation,159850.41,2025-04-13,2025-06-25,2025-05-24,129,0.611,97698.55,Open,LinkedIn
DEAL_0986,Account_140,MM,Frank Miller,Closed_Won,112618.37,2024-07-14,2024-11-07,2024-07-16,441,1.0,112618.37,Closed_Won,Inbound
DEAL_0987,Account_067,MM,Eva Brown,Discovery,122393.83,2024-10-25,2025-05-14,2024-10-27,338,0.26,31816.93,Open,Google Ads
DEAL_0988,Account_103,ENT,David Wilson,Closed_Lost,144577.6,2025-09-11,2025-11-08,2025-10-05,-5,0.0,0.0,Closed_Lost,Content Marketing
DEAL_0989,Account_172,MM,Carol Davis,Discovery,19464.84,2024-12-28,2025-08-23,2025-01-21,252,0.251,4884.22,Open,Referral
DEAL_0990,Account_178,MM,Frank Miller,Closed_Won,58917.83,2024-10-15,2024-12-17,2024-12-14,290,0.93,54805.17,Closed_Won,LinkedIn
DEAL_0991,Account_043,ENT,David Wilson,Demo,197208.32,2024-05-18,2024-09-27,2024-06-04,483,0.453,89297.24,Open,Inbound
DEAL_0992,Account_012,SMB,Bob Smith,Negotiation,18194.1,2024-04-27,2025-02-10,2024-05-04,514,0.871,15846.71,Open,Google Ads
DEAL_0993,Account_079,SMB,Eva Brown,Discovery,36023.71,2025-04-02,2025-09-04,2025-04-06,177,0.272,9813.11,Open,Facebook Ads
DEAL_0994,Account_378,SMB,Carol Davis,Discovery,23741.5,2025-09-21,2026-05-24,2025-09-21,9,0.263,6238.81,Open,Referral
DEAL_0995,Account_170,SMB,Frank Miller,Demo,15974.98,2024-06-16,2025-01-23,2024-08-10,416,0.48,7667.7,Open,Google Ads
DEAL_0996,Account_103,ENT,Frank Miller,Discovery,173336.63,2025-08-04,2026-04-01,2025-08-12,49,0.224,38905.48,Open,Google Ads
DEAL_0997,Account_406,SMB,Frank Miller,Discovery,24717.03,2025-06-29,2025-08-28,2025-07-26,66,0.243,5998.79,Open,Facebook Ads
DEAL_0998,Account_321,SMB,Eva Brown,Discovery,79870.81,2025-07-11,2025-12-17,2025-07-31,61,0.261,20837.09,Open,Facebook Ads
DEAL_0999,Account_096,MM,David Wilson,Demo,193507.95,2024-05-11,2024-12-11,2024-06-25,462,0.501,96929.66,Open,LinkedIn
DEAL_1000,Account_260,ENT,Alice Johnson,Closed_Lost,205359.85,2025-07-30,2025-10-14,2025-08-10,51,0.0,0.0,Closed_Lost,Google Ads
DEAL_1001,Account_278,SMB,Eva Brown,Demo,10472.6,2025-01-04,2025-04-10,2025-03-01,213,0.411,4302.22,Open,Facebook Ads
DEAL_1002,Account_435,ENT,Carol Davis,Discovery,318061.51,2025-07-15,2025-10-31,2025-07-26,66,0.242,77112.98,Open,Facebook Ads
DEAL_1003,Account_328,SMB,Carol Davis,Closed_Won,30168.13,2024-12-01,2025-04-15,2025-01-02,271,0.797,24043.17,Closed_Won,Facebook Ads
DEAL_1004,Account_272,MM,Alice Johnson,Negotiation,98454.75,2024-10-12,2025-06-17,2024-10-27,338,0.832,81937.6,Open,Inbound
DEAL_1005,Account_034,ENT,Alice Johnson,Negotiation,57701.7,2024-12-16,2025-08-26,2024-12-26,278,0.778,44884.26,Open,Google Ads
DEAL_1006,Account_419,MM,David Wilson,Negotiation,167940.36,2025-07-31,2026-03-06,2025-09-17,13,0.876,147116.85,Open,Google Ads
DEAL_1007,Account_302,ENT,Carol Davis,Closed_Won,140592.83,2025-09-18,2025-11-09,2025-10-08,-8,1.0,140592.83,Closed_Won,Inbound
DEAL_1008,Account_373,ENT,Carol Davis,Closed_Lost,544120.23,2025-07-25,2025-10-25,2025-08-10,51,0.0,0.0,Closed_Lost,Content Marketing
DEAL_1009,Account_391,MM,David Wilson,Closed_Won,162152.08,2024-09-16,2025-02-20,2024-10-05,360,0.996,161570.58,Closed_Won,LinkedIn
DEAL_1010,Account_022,ENT,Frank Miller,Demo,263574.82,2025-02-09,2025-09-07,2025-02-19,223,0.422,111235.84,Open,LinkedIn
DEAL_1011,Account_408,MM,David Wilson,Closed_Won,67947.0,2024-06-15,2024-10-06,2024-08-13,413,1.0,67947.0,Closed_Won,Content Marketing
DEAL_1012,Account_385,MM,David Wilson,Closed_Won,49378.57,2025-04-27,2025-07-02,2025-06-13,109,0.978,48274.53,Closed_Won,Content Marketing
DEAL_1013,Account_324,SMB,Bob Smith,Demo,36573.09,2024-11-10,2025-04-16,2025-01-04,269,0.542,19835.97,Open,Content Marketing
DEAL_1014,Account_339,MM,Bob Smith,Discovery,21929.33,2024-07-13,2025-04-01,2024-09-03,392,0.299,6565.96,Open,Facebook Ads
DEAL_1015,Account_201,ENT,David Wilson,Demo,166735.23,2025-02-20,2025-05-15,2025-02-21,221,0.493,82270.58,Open,Facebook Ads
DEAL_1016,Account_201,MM,Bob Smith,Negotiation,150527.19,2025-03-12,2025-05-16,2025-04-12,171,0.867,130557.84,Open,LinkedIn
DEAL_1017,Account_311,ENT,Frank Miller,Negotiation,120150.37,2025-02-09,2025-05-28,2025-03-12,202,0.733,88082.8,Open,Content Marketing
DEAL_1018,Account_031,MM,Carol Davis,Closed_Won,72626.54,2025-04-20,2025-09-21,2025-06-01,121,0.964,70030.62,Closed_Won,Google Ads
DEAL_1019,Account_073,SMB,Bob Smith,Negotiation,48339.85,2024-05-30,2024-12-31,2024-06-17,470,0.744,35976.35,Open,Referral
DEAL_1020,Account_490,MM,Carol Davis,Demo,28399.16,2024-07-31,2025-02-01,2024-07-31,426,0.422,11970.65,Open,Inbound
DEAL_1021,Account_220,SMB,Eva Brown,Negotiation,11355.2,2024-11-16,2025-07-09,2024-12-25,279,0.733,8321.94,Open,Google Ads
DEAL_1022,Account_192,ENT,Frank Miller,Demo,320250.06,2024-12-16,2025-05-12,2025-01-31,242,0.421,134680.7,Open,Facebook Ads
DEAL_1023,Account_229,MM,Carol Davis,Closed_Lost,58889.83,2024-06-03,2024-07-01,2024-06-04,483,0.0,0.0,Closed_Lost,Content Marketing
DEAL_1024,Account_466,SMB,Carol Davis,Demo,26822.66,2024-10-31,2025-06-24,2024-11-14,320,0.473,12693.12,Open,Inbound
DEAL_1025,Account_170,MM,Frank Miller,Negotiation,121734.37,2024-10-17,2025-05-12,2024-12-06,298,0.919,111893.82,Open,Facebook Ads
DEAL_1026,Account_313,SMB,Bob Smith,Negotiation,26592.36,2025-02-08,2025-10-07,2025-03-17,197,0.805,21411.75,Open,Facebook Ads
DEAL_1027,Account_262,MM,Alice Johnson,Closed_Lost,28932.17,2024-06-06,2024-06-28,2024-06-26,461,0.0,0.0,Closed_Lost,Content Marketing
DEAL_1028,Account_252,SMB,David Wilson,Closed_Lost,21838.35,2024-11-05,2024-12-05,2024-12-08,296,0.0,0.0,Closed_Lost,Referral
DEAL_1029,Account_399,ENT,Bob Smith,Negotiation,137431.07,2025-07-24,2026-01-15,2025-08-17,44,0.742,101965.42,Open,LinkedIn
DEAL_1030,Account_031,ENT,David Wilson,Demo,140478.3,2024-09-23,2025-06-27,2024-11-11,323,0.567,79662.79,Open,Facebook Ads
DEAL_1031,Account_318,SMB,David Wilson,Discovery,32298.26,2024-10-30,2025-03-30,2024-12-21,283,0.3,9690.31,Open,Referral
DEAL_1032,Account_310,SMB,Eva Brown,Negotiation,52730.89,2024-11-07,2025-05-10,2024-11-27,307,0.702,37020.07,Open,Facebook Ads
DEAL_1033,Account_032,ENT,Frank Miller,Demo,205328.2,2025-05-30,2025-10-12,2025-07-15,77,0.43,88380.01,Open,Facebook Ads
DEAL_1034,Account_193,ENT,David Wilson,Closed_Lost,178580.85,2024-12-15,2025-02-04,2025-02-03,239,0.0,0.0,Closed_Lost,Inbound
DEAL_1035,Account_152,SMB,Alice Johnson,Negotiation,20047.57,2025-01-06,2025-04-28,2025-01-15,258,0.777,15576.24,Open,Google Ads
DEAL_1036,Account_398,ENT,Bob Smith,Closed_Won,252523.12,2025-07-12,2025-11-13,2025-08-10,51,1.0,252523.12,Closed_Won,Content Marketing
DEAL_1037,Account_161,ENT,Alice Johnson,Closed_Won,191817.61,2025-04-23,2025-09-13,2025-06-10,112,1.0,191817.61,Closed_Won,LinkedIn
DEAL_1038,Account_233,MM,Carol Davis,Negotiation,64280.88,2025-03-12,2025-11-07,2025-04-19,164,0.854,54919.43,Open,Facebook Ads
DEAL_1039,Account_027,ENT,Carol Davis,Demo,54871.77,2024-11-04,2025-01-07,2024-11-11,323,0.48,26314.12,Open,Referral
DEAL_1040,Account_369,MM,David Wilson,Negotiation,100535.49,2025-05-08,2025-09-25,2025-06-30,92,0.699,70315.28,Open,Referral
DEAL_1041,Account_168,SMB,Eva Brown,Closed_Won,20931.61,2024-11-03,2025-03-14,2024-11-14,320,1.0,20931.61,Closed_Won,Google Ads
DEAL_1042,Account_292,ENT,Alice Johnson,Negotiation,379734.39,2024-11-03,2025-05-26,2024-12-21,283,0.619,234975.94,Open,Referral
DEAL_1043,Account_035,SMB,Bob Smith,Demo,34226.45,2024-05-10,2024-07-25,2024-07-08,449,0.429,14697.03,Open,Facebook Ads
DEAL_1044,Account_048,SMB,Carol Davis,Closed_Lost,43882.72,2025-04-16,2025-08-05,2025-05-01,152,0.0,0.0,Closed_Lost,LinkedIn
DEAL_1045,Account_036,MM,David Wilson,Discovery,325273.87,2024-08-04,2024-12-29,2024-09-21,374,0.228,74112.51,Open,Content Marketing
DEAL_1046,Account_405,ENT,David Wilson,Discovery,544185.51,2024-04-11,2024-09-24,2024-05-22,496,0.248,135105.15,Open,Inbound
DEAL_1047,Account_082,SMB,Alice Johnson,Closed_Lost,16602.32,2025-07-01,2025-08-16,2025-07-29,63,0.0,0.0,Closed_Lost,LinkedIn
DEAL_1048,Account_286,SMB,Alice Johnson,Demo,41822.67,2025-08-04,2026-03-17,2025-09-16,14,0.38,15897.98,Open,Google Ads
DEAL_1049,Account_113,ENT,Bob Smith,Demo,326826.54,2024-05-28,2024-08-06,2024-05-30,488,0.449,146892.83,Open,Facebook Ads
DEAL_1050,Account_388,SMB,Frank Miller,Closed_Lost,33361.34,2024-11-07,2025-01-07,2024-12-01,303,0.0,0.0,Closed_Lost,Inbound
DEAL_1051,Account_253,MM,Alice Johnson,Discovery,53216.41,2024-04-26,2025-01-06,2024-05-14,504,0.222,11823.19,Open,Inbound
DEAL_1052,Account_302,ENT,Alice Johnson,Closed_Won,320271.46,2025-07-23,2025-09-01,2025-08-04,57,1.0,320271.46,Closed_Won,Facebook Ads
DEAL_1053,Account_360,SMB,Alice Johnson,Closed_Lost,34813.73,2024-05-15,2024-06-04,2024-06-06,481,0.0,0.0,Closed_Lost,Referral
DEAL_1054,Account_078,MM,Eva Brown,Closed_Lost,132198.88,2025-04-15,2025-06-24,2025-04-28,155,0.0,0.0,Closed_Lost,Google Ads
DEAL_1055,Account_192,ENT,Eva Brown,Closed_Lost,53775.87,2024-12-16,2025-02-08,2025-01-20,253,0.0,0.0,Closed_Lost,Content Marketing
DEAL_1056,Account_168,SMB,Carol Davis,Demo,59018.41,2025-01-11,2025-06-05,2025-01-23,250,0.39,22996.7,Open,Content Marketing
DEAL_1057,Account_309,SMB,Frank Miller,Negotiation,14523.3,2024-06-25,2024-08-31,2024-07-23,434,0.728,10579.19,Open,Inbound
DEAL_1058,Account_022,ENT,David Wilson,Closed_Won,62836.57,2025-03-05,2025-05-21,2025-03-12,202,0.962,60438.81,Closed_Won,Google Ads
DEAL_1059,Account_377,ENT,Frank Miller,Demo,102991.21,2025-03-10,2025-11-19,2025-04-15,168,0.439,45264.6,Open,LinkedIn
DEAL_1060,Account_028,ENT,Frank Miller,Demo,243278.35,2024-11-24,2025-04-25,2024-12-23,281,0.435,105714.37,Open,Inbound
DEAL_1061,Account_013,SMB,Carol Davis,Closed_Lost,20529.28,2025-01-15,2025-03-03,2025-02-16,226,0.0,0.0,Closed_Lost,Google Ads
DEAL_1062,Account_485,SMB,Frank Miller,Demo,42141.02,2024-10-24,2025-02-13,2024-11-24,310,0.522,22003.24,Open,Content Marketing
DEAL_1063,Account_386,ENT,Bob Smith,Negotiation,171629.93,2024-06-19,2024-11-26,2024-07-27,430,0.887,152212.87,Open,Content Marketing
DEAL_1064,Account_481,MM,Bob Smith,Closed_Lost,126914.32,2024-12-12,2025-03-27,2025-02-04,238,0.0,0.0,Closed_Lost,Google Ads
DEAL_1065,Account_318,ENT,Alice Johnson,Discovery,82720.84,2025-09-30,2026-07-05,2025-10-01,-1,0.236,19486.37,Open,Google Ads
DEAL_1066,Account_374,MM,Eva Brown,Discovery,178439.66,2024-11-24,2025-05-16,2024-12-18,286,0.237,42373.32,Open,Facebook Ads
DEAL_1067,Account_098,SMB,David Wilson,Discovery,9705.55,2024-09-19,2025-01-12,2024-10-30,335,0.244,2370.85,Open,Inbound
DEAL_1068,Account_012,MM,Carol Davis,Discovery,22854.43,2024-12-18,2025-06-02,2025-01-28,245,0.224,5110.83,Open,Google Ads
DEAL_1069,Account_477,SMB,Bob Smith,Negotiation,18640.97,2025-05-08,2025-09-12,2025-06-06,116,0.761,14189.97,Open,Google Ads
DEAL_1070,Account_058,ENT,Alice Johnson,Discovery,409620.45,2024-05-31,2024-09-12,2024-05-31,487,0.267,109513.42,Open,Inbound
DEAL_1071,Account_360,SMB,Eva Brown,Closed_Won,13862.86,2024-12-25,2025-04-03,2024-12-26,278,0.963,13347.56,Closed_Won,Content Marketing
DEAL_1072,Account_348,SMB,David Wilson,Demo,25973.16,2025-02-22,2025-05-09,2025-03-19,195,0.438,11381.46,Open,Google Ads
DEAL_1073,Account_090,SMB,Alice Johnson,Closed_Won,21850.6,2024-07-15,2024-12-11,2024-08-10,416,0.828,18086.3,Closed_Won,Referral
DEAL_1074,Account_369,SMB,David Wilson,Discovery,14048.4,2024-12-17,2025-08-15,2025-01-04,269,0.24,3370.58,Open,Facebook Ads
DEAL_1075,Account_121,MM,Frank Miller,Discovery,11723.0,2024-12-26,2025-10-05,2025-01-07,266,0.266,3118.51,Open,Content Marketing
DEAL_1076,Account_360,SMB,David Wilson,Discovery,12585.39,2024-07-12,2025-01-31,2024-09-10,385,0.267,3362.45,Open,Facebook Ads
DEAL_1077,Account_307,ENT,Carol Davis,Discovery,304161.43,2024-12-11,2025-05-13,2024-12-16,288,0.236,71906.1,Open,Content Marketing
DEAL_1078,Account_462,MM,Carol Davis,Closed_Lost,136703.88,2025-04-16,2025-06-22,2025-05-28,125,0.0,0.0,Closed_Lost,Inbound
DEAL_1079,Account_328,ENT,Carol Davis,Closed_Lost,161103.07,2025-05-04,2025-07-04,2025-06-20,102,0.0,0.0,Closed_Lost,Content Marketing
DEAL_1080,Account_178,SMB,Carol Davis,Closed_Lost,43271.41,2024-08-15,2024-10-21,2024-09-13,382,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_1081,Account_045,ENT,Eva Brown,Closed_Won,415551.01,2024-08-09,2024-12-09,2024-09-05,390,0.761,316276.95,Closed_Won,LinkedIn
DEAL_1082,Account_231,SMB,Eva Brown,Negotiation,26261.88,2024-09-28,2025-05-11,2024-10-27,338,0.632,16589.48,Open,Inbound
DEAL_1083,Account_441,SMB,Frank Miller,Discovery,24679.71,2024-10-14,2025-04-21,2024-12-11,293,0.268,6610.35,Open,Facebook Ads
DEAL_1084,Account_294,ENT,Bob Smith,Negotiation,675677.21,2025-04-20,2026-01-22,2025-06-10,112,0.68,459215.57,Open,Facebook Ads
DEAL_1085,Account_058,ENT,Eva Brown,Closed_Won,138424.35,2025-07-09,2025-11-23,2025-09-03,27,0.99,137101.95,Closed_Won,Referral
DEAL_1086,Account_131,SMB,Eva Brown,Closed_Lost,15357.6,2025-06-16,2025-09-17,2025-06-16,106,0.0,0.0,Closed_Lost,Inbound
DEAL_1087,Account_167,SMB,Frank Miller,Demo,24138.99,2024-10-23,2025-04-26,2024-10-30,335,0.455,10995.02,Open,LinkedIn
DEAL_1088,Account_296,ENT,Carol Davis,Closed_Won,308721.18,2024-04-13,2024-08-21,2024-04-27,521,0.993,306507.3,Closed_Won,Inbound
DEAL_1089,Account_233,MM,Bob Smith,Discovery,45922.93,2025-02-11,2025-09-22,2025-03-24,190,0.248,11408.38,Open,Inbound
DEAL_1090,Account_254,SMB,Bob Smith,Discovery,16293.81,2024-05-02,2025-01-21,2024-05-08,510,0.253,4117.44,Open,Google Ads
DEAL_1091,Account_156,ENT,Bob Smith,Negotiation,401888.13,2025-01-26,2025-10-06,2025-02-20,222,0.662,266000.36,Open,Referral
DEAL_1092,Account_016,ENT,Carol Davis,Discovery,68419.49,2025-03-19,2025-05-24,2025-03-20,194,0.251,17189.11,Open,Google Ads
DEAL_1093,Account_232,SMB,Alice Johnson,Demo,17029.99,2025-07-19,2025-10-04,2025-08-04,57,0.451,7687.82,Open,Content Marketing
DEAL_1094,Account_199,MM,Carol Davis,Closed_Won,90897.29,2025-09-20,2026-01-04,2025-10-11,-11,0.786,71411.77,Closed_Won,Facebook Ads
DEAL_1095,Account_252,MM,Alice Johnson,Closed_Won,113454.03,2024-05-29,2024-07-08,2024-07-11,446,0.883,100183.67,Closed_Won,Content Marketing
DEAL_1096,Account_243,MM,David Wilson,Negotiation,74001.05,2025-08-30,2026-01-02,2025-10-13,-13,0.701,51841.17,Open,Referral
DEAL_1097,Account_195,SMB,Alice Johnson,Closed_Won,18970.73,2024-10-06,2025-03-10,2024-10-07,358,1.0,18970.73,Closed_Won,Content Marketing
DEAL_1098,Account_043,SMB,Bob Smith,Closed_Won,29327.03,2025-01-15,2025-07-03,2025-01-20,253,1.0,29327.03,Closed_Won,Inbound
DEAL_1099,Account_173,ENT,Bob Smith,Discovery,222288.55,2024-06-22,2024-11-26,2024-08-08,418,0.266,59017.69,Open,Referral
DEAL_1100,Account_398,MM,Frank Miller,Discovery,96343.04,2024-11-04,2025-03-23,2024-12-09,295,0.256,24698.64,Open,Content Marketing
DEAL_1101,Account_351,SMB,Bob Smith,Closed_Lost,43486.64,2024-08-06,2024-09-07,2024-08-06,420,0.0,0.0,Closed_Lost,Referral
DEAL_1102,Account_258,ENT,Bob Smith,Discovery,990214.28,2024-04-30,2024-10-20,2024-05-04,514,0.274,271331.87,Open,Content Marketing
DEAL_1103,Account_371,MM,Alice Johnson,Closed_Lost,37855.02,2024-08-29,2024-11-25,2024-10-09,356,0.0,0.0,Closed_Lost,LinkedIn
DEAL_1104,Account_462,ENT,David Wilson,Discovery,264085.18,2024-04-19,2024-10-21,2024-04-30,518,0.251,66315.07,Open,LinkedIn
DEAL_1105,Account_219,SMB,Alice Johnson,Discovery,35244.61,2024-12-07,2025-07-08,2024-12-28,276,0.27,9513.42,Open,Inbound
DEAL_1106,Account_128,SMB,Alice Johnson,Discovery,12668.04,2025-03-11,2025-09-10,2025-04-11,172,0.282,3572.73,Open,Content Marketing
DEAL_1107,Account_094,ENT,Bob Smith,Demo,141251.95,2024-09-10,2024-11-20,2024-09-29,366,0.423,59775.61,Open,LinkedIn
DEAL_1108,Account_228,ENT,Frank Miller,Closed_Lost,131490.12,2024-05-13,2024-07-01,2024-06-27,460,0.0,0.0,Closed_Lost,Google Ads
DEAL_1109,Account_485,SMB,Eva Brown,Demo,21874.95,2025-05-11,2025-08-12,2025-06-27,95,0.42,9190.54,Open,Referral
DEAL_1110,Account_358,SMB,David Wilson,Closed_Won,20224.53,2024-05-10,2024-09-10,2024-06-29,458,0.821,16594.85,Closed_Won,Google Ads
DEAL_1111,Account_055,ENT,David Wilson,Closed_Lost,110919.28,2024-09-18,2024-12-28,2024-10-22,343,0.0,0.0,Closed_Lost,Content Marketing
DEAL_1112,Account_217,SMB,Alice Johnson,Negotiation,21851.97,2024-07-11,2025-01-29,2024-08-24,402,0.8,17477.52,Open,Google Ads
DEAL_1113,Account_260,SMB,Bob Smith,Negotiation,32977.11,2024-09-29,2025-03-29,2024-10-24,341,0.844,27841.13,Open,Facebook Ads
DEAL_1114,Account_096,SMB,Frank Miller,Discovery,41924.22,2025-04-18,2025-07-09,2025-05-24,129,0.237,9927.03,Open,Facebook Ads
DEAL_1115,Account_245,MM,Alice Johnson,Closed_Lost,75863.14,2024-09-13,2024-12-13,2024-09-29,366,0.0,0.0,Closed_Lost,Inbound
DEAL_1116,Account_021,SMB,Bob Smith,Closed_Lost,8527.95,2024-08-03,2024-09-06,2024-09-07,388,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_1117,Account_201,SMB,Alice Johnson,Negotiation,22993.98,2025-05-17,2026-01-23,2025-06-30,92,0.737,16947.32,Open,LinkedIn
DEAL_1118,Account_341,SMB,Carol Davis,Closed_Lost,32299.07,2025-09-18,2025-10-22,2025-10-21,-21,0.0,0.0,Closed_Lost,Referral
DEAL_1119,Account_071,ENT,Carol Davis,Discovery,57906.67,2024-11-24,2025-09-05,2025-01-14,259,0.263,15227.42,Open,Facebook Ads
DEAL_1120,Account_245,MM,David Wilson,Demo,83482.78,2025-03-21,2025-11-05,2025-04-20,163,0.478,39909.09,Open,Facebook Ads
DEAL_1121,Account_322,SMB,Eva Brown,Demo,42619.36,2024-08-29,2025-03-18,2024-10-08,357,0.444,18904.68,Open,Google Ads
DEAL_1122,Account_390,SMB,Alice Johnson,Demo,46603.23,2024-04-26,2024-08-01,2024-06-20,467,0.41,19106.25,Open,Content Marketing
DEAL_1123,Account_386,ENT,David Wilson,Discovery,103162.01,2025-04-15,2025-08-16,2025-05-25,128,0.261,26896.33,Open,Inbound
DEAL_1124,Account_386,MM,David Wilson,Demo,60113.09,2025-01-05,2025-06-18,2025-01-08,265,0.462,27758.63,Open,Google Ads
DEAL_1125,Account_372,MM,Carol Davis,Closed_Won,247962.47,2025-09-02,2025-11-20,2025-10-14,-14,1.0,247962.47,Closed_Won,Content Marketing
DEAL_1126,Account_066,MM,David Wilson,Closed_Lost,85181.97,2025-02-12,2025-06-07,2025-04-11,172,0.0,0.0,Closed_Lost,Referral
DEAL_1127,Account_267,ENT,Carol Davis,Closed_Won,60845.11,2025-04-22,2025-07-22,2025-05-30,123,0.993,60403.7,Closed_Won,Content Marketing
DEAL_1128,Account_288,SMB,Alice Johnson,Closed_Won,42619.46,2025-08-30,2026-01-13,2025-09-03,27,0.968,41243.12,Closed_Won,Inbound
DEAL_1129,Account_144,SMB,David Wilson,Discovery,30557.41,2024-09-17,2025-01-26,2024-10-12,353,0.286,8729.1,Open,Inbound
DEAL_1130,Account_438,MM,David Wilson,Negotiation,173885.65,2024-10-31,2025-08-22,2024-11-19,315,0.782,136006.61,Open,Referral
DEAL_1131,Account_047,MM,Frank Miller,Closed_Won,83059.07,2025-05-13,2025-10-10,2025-06-03,119,0.848,70445.44,Closed_Won,Content Marketing
DEAL_1132,Account_033,MM,Carol Davis,Closed_Lost,51386.29,2024-04-19,2024-07-26,2024-05-29,489,0.0,0.0,Closed_Lost,Inbound
